"card","pools","type","rarity","cost","target","keywords","coverage","confidence","needed_editor_effects","blockers_or_review_points","source_primitives","applied_powers","dynamic_vars","override_methods","note","source_file"
"Salvo","Colorless","Attack","Rare","1","AnyEnemy","Retain","Exact","High","DealDamage; ApplyPower; ApplyPower:RetainHandPower","supported primitives only","DealDamage;ApplyPower","RetainHandPower","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Salvo.cs"
"Scrawl","Colorless","Skill","Rare","1","Self","Exhaust;Retain","Almost","Medium","DrawCards","pile scan","DrawCards","","","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Scrawl.cs"
"SecretTechnique","Colorless","Skill","Rare","0","Self","Exhaust","Exact","High","MoveCardsBetweenPiles","supported selector/pile operation","MoveCardsBetweenPiles","","","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\SecretTechnique.cs"
"SecretWeapon","Colorless","Skill","Rare","0","Self","Exhaust","Exact","High","MoveCardsBetweenPiles","supported selector/pile operation","MoveCardsBetweenPiles","","","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\SecretWeapon.cs"
"SeekerStrike","Colorless","Attack","Uncommon","1","AnyEnemy","","Partial","High","DealDamage; ShuffleDrawPile; MoveCardsBetweenPiles","random subset then choose one","DealDamage;MoveCardsBetweenPiles;ShuffleDrawPile","","CardsVar;DamageVar;DynamicVar","OnPlay;OnUpgrade","Damage is supported, but vanilla shuffles draw-pile candidates, presents only the first 3, then moves the chosen one to hand.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\SeekerStrike.cs"
"Shockwave","Colorless","Skill","Uncommon","2","AllEnemies","Exhaust","Almost","Medium","ApplyVulnerable; ApplyWeak","loop/repeat","ApplyVulnerable;ApplyWeak","VulnerablePower;WeakPower","DynamicVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Shockwave.cs"
"Splash","Colorless","Skill","Uncommon","1","Self","","Almost","High","ChooseOneOfThreeCardsToHand; CreatedCardsCostLess; CreatedCardsUpgraded","single-pool fallback edge","AddSpecificCardToHand;UpgradeCardsInPile","","","OnPlay","Buildable as choose 1 of 3 other-color Attacks, free this turn, upgraded choices when upgraded. Vanilla falls back to current pool if only one character pool is available.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Splash.cs"
"Stratagem","Colorless","Power","Uncommon","1","Self","","Exact","High","ApplyPower; ApplyPower:StratagemPower","supported primitives only","ApplyPower","StratagemPower","","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Stratagem.cs"
"TagTeam","Colorless","Attack","Uncommon","2","AnyEnemy","","Exact","High","DealDamage; ApplyPower; ApplyPower:TagTeamPower","supported primitives only","DealDamage;ApplyPower","TagTeamPower","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\TagTeam.cs"
"TheBomb","Colorless","Skill","Uncommon","2","Self","","Exact","High","ApplyPower; ApplyPower:TheBombPower","supported primitives only","ApplyPower","TheBombPower","DynamicVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\TheBomb.cs"
"TheGambit","Colorless","Skill","Rare","0","Self","","Exact","High","GainBlock; ApplyPower; ApplyPower:TheGambitPower","supported primitives only","GainBlock;ApplyPower","TheGambitPower","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\TheGambit.cs"
"ThinkingAhead","Colorless","Skill","Uncommon","0","Self","Exhaust","Exact","High","DrawCards; MoveCardsBetweenPiles","supported selector/pile operation","DrawCards;MoveCardsBetweenPiles","","CardsVar","OnPlay;OnUpgrade","Direct mapping to existing editor selector and pile operation effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ThinkingAhead.cs"
"ThrummingHatchet","Colorless","Attack","Uncommon","1","AnyEnemy","","Almost","Medium","DealDamage; MoveCardsBetweenPiles","combat history count; conditional branch","DealDamage;MoveCardsBetweenPiles","","DamageVar","BeforeHandDraw;OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\ThrummingHatchet.cs"
"UltimateDefend","Colorless","Skill","Uncommon","1","Self","","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\UltimateDefend.cs"
"UltimateStrike","Colorless","Attack","Uncommon","1","AnyEnemy","","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\UltimateStrike.cs"
"Volley","Colorless","Attack","Uncommon","0","RandomEnemy","","Almost","Medium","DealDamage","randomness","DealDamage","","DamageVar","OnPlay;OnUpgrade","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Volley.cs"
"AscendersBane","Curse","Curse","Curse","-1","None","Eternal;Ethereal;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\AscendersBane.cs"
"BadLuck","Curse","Curse","Curse","-1","None","Eternal;Unplayable","Exact","High","LoseHp","supported primitives only","LoseHp","","HpLossVar","OnTurnEndInHand","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\BadLuck.cs"
"Clumsy","Curse","Curse","Curse","-1","None","Ethereal;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Clumsy.cs"
"CurseOfTheBell","Curse","Curse","Curse","-1","None","Eternal;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\CurseOfTheBell.cs"
"Debt","Curse","Curse","Curse","-1","None","Unplayable","Exact","Medium","Trigger:EndOfTurnInHand; LoseGold","supported trigger/effect; verify LoseGold caps at current gold","LoseGold","","GoldVar","OnTurnEndInHand","End-of-turn-in-hand Lose Gold maps to an editor trigger plus Lose Gold.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Debt.cs"
"Decay","Curse","Curse","Curse","-1","None","Unplayable","Exact","High","LoseHp","supported primitives only","LoseHp","","DamageVar","OnTurnEndInHand","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Decay.cs"
"Doubt","Curse","Curse","Curse","-1","None","Unplayable","Almost","Medium","ApplyWeak","conditional branch","ApplyWeak","WeakPower","PowerVar","OnTurnEndInHand","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Doubt.cs"
"Enthralled","Curse","Curse","Curse","2","None","Eternal","Almost","Medium","","conditional branch","","","","ShouldPlay","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Enthralled.cs"
"Folly","Curse","Curse","Curse","-1","None","Eternal;Ethereal;Innate;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Folly.cs"
"Greed","Curse","Curse","Curse","-1","None","Eternal;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Greed.cs"
"Guilty","Curse","Curse","Curse","-1","None","Unplayable","Almost","Medium","","conditional branch","","","DynamicVar","AfterCombatEnd","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Guilty.cs"
"Injury","Curse","Curse","Curse","-1","None","Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Injury.cs"
"Normality","Curse","Curse","Curse","-1","None","Unplayable","Almost","Medium","","conditional branch","","","CalculatedVar;CalculationBaseVar;CalculationExtraVar;DynamicVar","ShouldPlay","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Normality.cs"
"PoorSleep","Curse","Curse","Curse","-1","None","Retain;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\PoorSleep.cs"
"Regret","Curse","Curse","Curse","-1","None","Unplayable","Almost","Medium","LoseHp","conditional branch; pile scan","LoseHp","","","BeforeTurnEnd;OnTurnEndInHand","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Regret.cs"
"Shame","Curse","Curse","Curse","-1","None","Unplayable","Almost","Medium","ApplyFrail","conditional branch","ApplyFrail","FrailPower","DynamicVar","OnTurnEndInHand","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Shame.cs"
"SporeMind","Curse","Curse","Curse","1","None","Exhaust","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\SporeMind.cs"
"Writhe","Curse","Curse","Curse","-1","None","Innate;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Writhe.cs"
"Beckon","Status","Status","Status","1","None","","Exact","High","LoseHp","supported primitives only","LoseHp","","HpLossVar","OnTurnEndInHand","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Beckon.cs"
"Burn","Status","Status","Status","-1","None","Unplayable","Exact","High","LoseHp","supported primitives only","LoseHp","","DamageVar","OnTurnEndInHand","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Burn.cs"
"Dazed","Status","Status","Status","-1","None","Ethereal;Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Dazed.cs"
"Debris","Status","Status","Status","1","None","Exhaust","Exact","High","","metadata/keywords only","","","","OnPlay","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Debris.cs"
"FranticEscape","Status","Status","Status","1","Self","","Almost","Medium","","conditional branch","","","","OnPlay","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\FranticEscape.cs"
"Infection","Status","Status","Status","-1","None","Unplayable","Almost","Medium","LoseHp","conditional branch","LoseHp","","DamageVar","OnTurnEndInHand","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Infection.cs"
"Slimed","Status","Status","Status","1","None","Exhaust","Almost","Medium","DrawCards","conditional branch","DrawCards","","CardsVar","OnPlay","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Slimed.cs"
"Soot","Status","Status","Status","-1","None","Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Soot.cs"
"Toxic","Status","Status","Status","1","None","Exhaust","Exact","High","LoseHp","supported primitives only","LoseHp","","DamageVar","OnTurnEndInHand","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Toxic.cs"
"Void","Status","Status","Status","-1","None","Ethereal;Unplayable","Almost","Medium","LoseEnergy","conditional branch","LoseEnergy","","EnergyVar","AfterCardDrawn","Editor has matching primitives; calculated counts/filters/conditions need careful setup.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Void.cs"
"Wound","Status","Status","Status","-1","None","Unplayable","Exact","High","","metadata/keywords only","","","","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Wound.cs"
"Disintegration","Token","Status","Status","-1","None","","Exact","High","","metadata/keywords only","","","PowerVar","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Disintegration.cs"
"Fuel","Token","Skill","Token","0","Self","Exhaust","Exact","High","DrawCards; GainEnergy","supported primitives only","DrawCards;GainEnergy","","CardsVar;DynamicVar;EnergyVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Fuel.cs"
"GiantRock","Token","Attack","Token","1","AnyEnemy","","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\GiantRock.cs"
"Luminesce","Token","Skill","Token","0","Self","Exhaust;Retain","Exact","High","GainEnergy","supported primitives only","GainEnergy","","EnergyVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\Luminesce.cs"
"MindRot","Token","Status","Status","-1","None","","Exact","High","","metadata/keywords only","","","PowerVar","","No runtime behavior beyond card metadata/keywords.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\MindRot.cs"
"MinionDiveBomb","Token","Attack","Token","0","AnyEnemy","Exhaust","Exact","High","DealDamage","supported primitives only","DealDamage","","DamageVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\MinionDiveBomb.cs"
"MinionSacrifice","Token","Skill","Token","0","Self","Exhaust","Exact","High","GainBlock","supported primitives only","GainBlock","","BlockVar","OnPlay;OnUpgrade","Direct mapping to existing extra effects.","C:\Users\Bartek\OneDrive\Skrivebord\STS2 Modding MCP v3.8.0\sts2-modding-mcp\decompiled\MegaCrit.Sts2.Core.Models.Cards\MinionSacrifice.cs"
